name,url,country
Antoine Richard du Cantal,https://en.wikipedia.org/wiki/Antoine_Richard_du_Cantal,France
Marthe Richard,https://en.wikipedia.org/wiki/Marthe_Richard,France
Philippe Rio,https://en.wikipedia.org/wiki/Philippe_Rio,France
Jean Gabriel Maurice Rocques,https://en.wikipedia.org/wiki/Jean_Gabriel_Maurice_Rocques,France
Joseph Romain-Desfossés,https://en.wikipedia.org/wiki/Joseph_Romain-Desfossés,France
José Rossi,https://en.wikipedia.org/wiki/José_Rossi,France
Sandrine Rousseau,https://en.wikipedia.org/wiki/Sandrine_Rousseau,France
Alexandre Rousselin de Saint-Albin,https://en.wikipedia.org/wiki/Alexandre_Rousselin_de_Saint-Albin,France
Ernest de Royer,https://en.wikipedia.org/wiki/Ernest_de_Royer,France
"Armand Charles Emmanuel Guignard, comte de Saint-Priest","https://en.wikipedia.org/wiki/Armand_Charles_Emmanuel_Guignard,_comte_de_Saint-Priest",France
Jean Sauvage,https://en.wikipedia.org/wiki/Jean_Sauvage,France
Jean-Baptiste Say,https://en.wikipedia.org/wiki/Jean-Baptiste_Say,France
Lucile Schmid,https://en.wikipedia.org/wiki/Lucile_Schmid,France
Michel Souplet,https://en.wikipedia.org/wiki/Michel_Souplet,France
Anton Carl Ludwig von Tabouillot,https://en.wikipedia.org/wiki/Anton_Carl_Ludwig_von_Tabouillot,France
Claude Taleb,https://en.wikipedia.org/wiki/Claude_Taleb,France
François-Alexandre Tardiveau,https://en.wikipedia.org/wiki/François-Alexandre_Tardiveau,France
Jean Tavernier,https://en.wikipedia.org/wiki/Jean_Tavernier,France
Pierre Edmond Teisserenc de Bort,https://en.wikipedia.org/wiki/Pierre_Edmond_Teisserenc_de_Bort,France
François Auguste de Thou,https://en.wikipedia.org/wiki/François_Auguste_de_Thou,France
Jacques-Alexis Thuriot de la Rosière,https://en.wikipedia.org/wiki/Jacques-Alexis_Thuriot_de_la_Rosière,France
Lionel Tivoli,https://en.wikipedia.org/wiki/Lionel_Tivoli,France
Jean-Michel Tobie,https://en.wikipedia.org/wiki/Jean-Michel_Tobie,France
Charles de Varigny,https://en.wikipedia.org/wiki/Charles_de_Varigny,France
Henri-Auguste-Georges du Vergier,https://en.wikipedia.org/wiki/Henri-Auguste-Georges_du_Vergier,France
Gaston Vidal,https://en.wikipedia.org/wiki/Gaston_Vidal,France
Jean-Paul-Alban Villeneuve-Barcement,https://en.wikipedia.org/wiki/Jean-Paul-Alban_Villeneuve-Barcement,France
Adolphe Vuitry,https://en.wikipedia.org/wiki/Adolphe_Vuitry,France
Laurent Wetzel,https://en.wikipedia.org/wiki/Laurent_Wetzel,France
Charles Emile Wickersheimer,https://en.wikipedia.org/wiki/Charles_Emile_Wickersheimer,France
Fred Zeller,https://en.wikipedia.org/wiki/Fred_Zeller,France
Éric Zemmour,https://en.wikipedia.org/wiki/Éric_Zemmour,France
Jean-Marie Zoellé,https://en.wikipedia.org/wiki/Jean-Marie_Zoellé,France
Jean Zyromski,https://en.wikipedia.org/wiki/Jean_Zyromski,France
Mathurin Anghiley,https://en.wikipedia.org/wiki/Mathurin_Anghiley,Gabon
Jean-Hilaire Aubame,https://en.wikipedia.org/wiki/Jean-Hilaire_Aubame,Gabon
Paul Gondjout,https://en.wikipedia.org/wiki/Paul_Gondjout,Gabon
Erlyne Antonella Ndembet,https://en.wikipedia.org/wiki/Erlyne_Antonella_Ndembet,Gabon
Estelle Ondo,https://en.wikipedia.org/wiki/Estelle_Ondo,Gabon
Ida Reteno Assonouet,https://en.wikipedia.org/wiki/Ida_Reteno_Assonouet,Gabon
Abou Karamba Kassamba,https://en.wikipedia.org/wiki/Abou_Karamba_Kassamba,Gambia
Ajaaratou Satang Jow,https://en.wikipedia.org/wiki/Ajaaratou_Satang_Jow,Gambia
Amie Bojang-Sissoho,https://en.wikipedia.org/wiki/Amie_Bojang-Sissoho,Gambia
Abdoulie Bojang,https://en.wikipedia.org/wiki/Abdoulie_Bojang,Gambia
Buba Samura,https://en.wikipedia.org/wiki/Buba_Samura,Gambia
Fatou Sanyang Kinteh,https://en.wikipedia.org/wiki/Fatou_Sanyang_Kinteh,Gambia
Mai Fatty,https://en.wikipedia.org/wiki/Mai_Fatty,Gambia
Omar Gassama,https://en.wikipedia.org/wiki/Omar_Gassama,Gambia
Modou Bamba Gaye,https://en.wikipedia.org/wiki/Modou_Bamba_Gaye,Gambia
Amadou Scattred Janneh,https://en.wikipedia.org/wiki/Amadou_Scattred_Janneh,Gambia
Fabakary Jatta,https://en.wikipedia.org/wiki/Fabakary_Jatta,Gambia
Joseph Henry Joof,https://en.wikipedia.org/wiki/Joseph_Henry_Joof,Gambia
Kunda Kamara,https://en.wikipedia.org/wiki/Kunda_Kamara,Gambia
Lucretia St. Clair Joof,https://en.wikipedia.org/wiki/Lucretia_St._Clair_Joof,Gambia
Muhammed Magassy,https://en.wikipedia.org/wiki/Muhammed_Magassy,Gambia
Basiru Mahoney,https://en.wikipedia.org/wiki/Basiru_Mahoney,Gambia
Alieu Badara Njie,https://en.wikipedia.org/wiki/Alieu_Badara_Njie,Gambia
Momodou Sabally,https://en.wikipedia.org/wiki/Momodou_Sabally,Gambia
Lamin Saine,https://en.wikipedia.org/wiki/Lamin_Saine,Gambia
Pap Cheyassin Secka,https://en.wikipedia.org/wiki/Pap_Cheyassin_Secka,Gambia
Alieu Badara Saja Taal,https://en.wikipedia.org/wiki/Alieu_Badara_Saja_Taal,Gambia
Zaur Ardzinba,https://en.wikipedia.org/wiki/Zaur_Ardzinba,Georgia
Gennadi Berulava,https://en.wikipedia.org/wiki/Gennadi_Berulava,Georgia
Mikhail Bgazhba,https://en.wikipedia.org/wiki/Mikhail_Bgazhba,Georgia
Samson Chanba,https://en.wikipedia.org/wiki/Samson_Chanba,Georgia
Efrem Eshba,https://en.wikipedia.org/wiki/Efrem_Eshba,Georgia
Almas Japua,https://en.wikipedia.org/wiki/Almas_Japua,Georgia
Batal Kobakhia,https://en.wikipedia.org/wiki/Batal_Kobakhia,Georgia
Valerian Kobakhia,https://en.wikipedia.org/wiki/Valerian_Kobakhia,Georgia
Nestor Lakoba,https://en.wikipedia.org/wiki/Nestor_Lakoba,Georgia
Sumbat Saakian,https://en.wikipedia.org/wiki/Sumbat_Saakian,Georgia
Shota Shamatava,https://en.wikipedia.org/wiki/Shota_Shamatava,Georgia
Bagrat Shinkuba,https://en.wikipedia.org/wiki/Bagrat_Shinkuba,Georgia
Werner E. Ablaß,https://en.wikipedia.org/wiki/Werner_E._Ablaß,Germany
Karl Gustav Ackermann,https://en.wikipedia.org/wiki/Karl_Gustav_Ackermann,Germany
Shqiprim Arifi,https://en.wikipedia.org/wiki/Shqiprim_Arifi,Germany
Rudi Arndt,https://en.wikipedia.org/wiki/Rudi_Arndt,Germany
Rudolf Bahro,https://en.wikipedia.org/wiki/Rudolf_Bahro,Germany
Otto Ballerstedt,https://en.wikipedia.org/wiki/Otto_Ballerstedt,Germany
Joachim Otto von Bassewitz,https://en.wikipedia.org/wiki/Joachim_Otto_von_Bassewitz,Germany
Bruno Baum,https://en.wikipedia.org/wiki/Bruno_Baum,Germany
Karl Theodor Bayrhoffer,https://en.wikipedia.org/wiki/Karl_Theodor_Bayrhoffer,Germany
Otto Beck,https://en.wikipedia.org/wiki/Otto_Beck,Germany
Klaus Bernbacher,https://en.wikipedia.org/wiki/Klaus_Bernbacher,Germany
Gerhard Besier,https://en.wikipedia.org/wiki/Gerhard_Besier,Germany
Georg von Blumenthal,https://en.wikipedia.org/wiki/Georg_von_Blumenthal,Germany
Johann Christian von Boyneburg,https://en.wikipedia.org/wiki/Johann_Christian_von_Boyneburg,Germany
Kristin Brinker,https://en.wikipedia.org/wiki/Kristin_Brinker,Germany
Rudolf Brinkmann (economist),https://en.wikipedia.org/wiki/Rudolf_Brinkmann_(economist),Germany
Wolfram Brück,https://en.wikipedia.org/wiki/Wolfram_Brück,Germany
Heinrich von Brühl,https://en.wikipedia.org/wiki/Heinrich_von_Brühl,Germany
Ignatz Bubis,https://en.wikipedia.org/wiki/Ignatz_Bubis,Germany
Stephan von Dassel,https://en.wikipedia.org/wiki/Stephan_von_Dassel,Germany
Karamba Diaby,https://en.wikipedia.org/wiki/Karamba_Diaby,Germany
John Ehret,https://en.wikipedia.org/wiki/John_Ehret,Germany
Karl Eichfeld,https://en.wikipedia.org/wiki/Karl_Eichfeld,Germany
Dieter Engels,https://en.wikipedia.org/wiki/Dieter_Engels,Germany
Christian Wilhelm Karl Ewald,https://en.wikipedia.org/wiki/Christian_Wilhelm_Karl_Ewald,Germany
Christian August von Eyben,https://en.wikipedia.org/wiki/Christian_August_von_Eyben,Germany
Georg Fein,https://en.wikipedia.org/wiki/Georg_Fein,Germany
Heinrich Fleißner,https://en.wikipedia.org/wiki/Heinrich_Fleißner,Germany
Friedrich Johannes Frommann,https://en.wikipedia.org/wiki/Friedrich_Johannes_Frommann,Germany
Paul Fugger von Kirchberg und Weißenhorn,https://en.wikipedia.org/wiki/Paul_Fugger_von_Kirchberg_und_Weißenhorn,Germany
Günter Gaus,https://en.wikipedia.org/wiki/Günter_Gaus,Germany
Friedrich von Gentz,https://en.wikipedia.org/wiki/Friedrich_von_Gentz,Germany
Tobias Goldschmidt,https://en.wikipedia.org/wiki/Tobias_Goldschmidt,Germany
Carl Heinrich Wilhelm Hagen,https://en.wikipedia.org/wiki/Carl_Heinrich_Wilhelm_Hagen,Germany
Gert Haller,https://en.wikipedia.org/wiki/Gert_Haller,Germany
Karl Harrer,https://en.wikipedia.org/wiki/Karl_Harrer,Germany
Roland Heintze,https://en.wikipedia.org/wiki/Roland_Heintze,Germany
Hermann Heller (legal scholar),https://en.wikipedia.org/wiki/Hermann_Heller_(legal_scholar),Germany
Jakob Heller,https://en.wikipedia.org/wiki/Jakob_Heller,Germany
Ernst Henrici,https://en.wikipedia.org/wiki/Ernst_Henrici,Germany
Georg Herber,https://en.wikipedia.org/wiki/Georg_Herber,Germany
Rudolf Hilf,https://en.wikipedia.org/wiki/Rudolf_Hilf,Germany
Joseph Hillebrand,https://en.wikipedia.org/wiki/Joseph_Hillebrand,Germany
Ulrike Höfken,https://en.wikipedia.org/wiki/Ulrike_Höfken,Germany
Herwart von Hohenburg,https://en.wikipedia.org/wiki/Herwart_von_Hohenburg,Germany
"Franz Christoph Anton, Count of Hohenzollern-Sigmaringen","https://en.wikipedia.org/wiki/Franz_Christoph_Anton,_Count_of_Hohenzollern-Sigmaringen",Germany
Hermann Eduard von Holst,https://en.wikipedia.org/wiki/Hermann_Eduard_von_Holst,Germany
Friedrich von Holstein,https://en.wikipedia.org/wiki/Friedrich_von_Holstein,Germany
Martin Horn (politician),https://en.wikipedia.org/wiki/Martin_Horn_(politician),Germany
Christoph Ernst von Houwald,https://en.wikipedia.org/wiki/Christoph_Ernst_von_Houwald,Germany
Bernd Hüttemann,https://en.wikipedia.org/wiki/Bernd_Hüttemann,Germany
Emilie Kiep-Altenloh,https://en.wikipedia.org/wiki/Emilie_Kiep-Altenloh,Germany
Johann Ludwig Klüber,https://en.wikipedia.org/wiki/Johann_Ludwig_Klüber,Germany
Caio Koch-Weser,https://en.wikipedia.org/wiki/Caio_Koch-Weser,Germany
Tobias Köck,https://en.wikipedia.org/wiki/Tobias_Köck,Germany
Francis Kruse,https://en.wikipedia.org/wiki/Francis_Kruse,Germany
Gottlob Johann Christian Kunth,https://en.wikipedia.org/wiki/Gottlob_Johann_Christian_Kunth,Germany
Dieter Kunzelmann,https://en.wikipedia.org/wiki/Dieter_Kunzelmann,Germany
Kurt Blaum,https://en.wikipedia.org/wiki/Kurt_Blaum,Germany
Marianne Laqueur,https://en.wikipedia.org/wiki/Marianne_Laqueur,Germany
Charles Lavy,https://en.wikipedia.org/wiki/Charles_Lavy,Germany
Felix Lichnowsky,https://en.wikipedia.org/wiki/Felix_Lichnowsky,Germany
Moriz Lieber,https://en.wikipedia.org/wiki/Moriz_Lieber,Germany
Eduard von Liebert,https://en.wikipedia.org/wiki/Eduard_von_Liebert,Germany
Ludwig von Lützow (politician),https://en.wikipedia.org/wiki/Ludwig_von_Lützow_(politician),Germany
Carl Otto von Madai,https://en.wikipedia.org/wiki/Carl_Otto_von_Madai,Germany
Wolfgang Mischnick,https://en.wikipedia.org/wiki/Wolfgang_Mischnick,Germany
Armin Mohler,https://en.wikipedia.org/wiki/Armin_Mohler,Germany
Max Montgelas,https://en.wikipedia.org/wiki/Max_Montgelas,Germany
Wolfgang Müller von Königswinter,https://en.wikipedia.org/wiki/Wolfgang_Müller_von_Königswinter,Germany
Joseph Musiol,https://en.wikipedia.org/wiki/Joseph_Musiol,Germany
Theodor Olshausen,https://en.wikipedia.org/wiki/Theodor_Olshausen,Germany
Dietrich Heinrich Ludwig von Ompteda,https://en.wikipedia.org/wiki/Dietrich_Heinrich_Ludwig_von_Ompteda,Germany
Max von Oppenheim,https://en.wikipedia.org/wiki/Max_von_Oppenheim,Germany
Christian Friedrich von Otto,https://en.wikipedia.org/wiki/Christian_Friedrich_von_Otto,Germany
Christian Theodor Overbeck,https://en.wikipedia.org/wiki/Christian_Theodor_Overbeck,Germany
Hans Paasche,https://en.wikipedia.org/wiki/Hans_Paasche,Germany
Walter von Saint Paul-Illaire,https://en.wikipedia.org/wiki/Walter_von_Saint_Paul-Illaire,Germany
Friedrich-Carl Peus,https://en.wikipedia.org/wiki/Friedrich-Carl_Peus,Germany
H. Busso Peus,https://en.wikipedia.org/wiki/H._Busso_Peus,Germany
Wolfgang Pfahl,https://en.wikipedia.org/wiki/Wolfgang_Pfahl,Germany
Franz Seraph von Pfistermeister,https://en.wikipedia.org/wiki/Franz_Seraph_von_Pfistermeister,Germany
Adolf Pilar von Pilchau,https://en.wikipedia.org/wiki/Adolf_Pilar_von_Pilchau,Germany
Boris Pistorius,https://en.wikipedia.org/wiki/Boris_Pistorius,Germany
Gunter Pleuger,https://en.wikipedia.org/wiki/Gunter_Pleuger,Germany
Eduard Puricelli,https://en.wikipedia.org/wiki/Eduard_Puricelli,Germany
Johan Rantzau,https://en.wikipedia.org/wiki/Johan_Rantzau,Germany
Albrecht von Rechenberg,https://en.wikipedia.org/wiki/Albrecht_von_Rechenberg,Germany
Moritz Rittinghausen,https://en.wikipedia.org/wiki/Moritz_Rittinghausen,Germany
Wolfgang Roth (politician),https://en.wikipedia.org/wiki/Wolfgang_Roth_(politician),Germany
Eduard von Schele zu Schelenburg,https://en.wikipedia.org/wiki/Eduard_von_Schele_zu_Schelenburg,Germany
Marco Scherbaum,https://en.wikipedia.org/wiki/Marco_Scherbaum,Germany
Paul Schiemann,https://en.wikipedia.org/wiki/Paul_Schiemann,Germany
Ernst Wilhelm von Schlabrendorf,https://en.wikipedia.org/wiki/Ernst_Wilhelm_von_Schlabrendorf,Germany
Friedrich Gustav Carl Ulrich Franz von Schnehen,https://en.wikipedia.org/wiki/Friedrich_Gustav_Carl_Ulrich_Franz_von_Schnehen,Germany
Andreas von Schoeler,https://en.wikipedia.org/wiki/Andreas_von_Schoeler,Germany
"Joachim, Count of Schönburg-Glauchau","https://en.wikipedia.org/wiki/Joachim,_Count_of_Schönburg-Glauchau",Germany
Peter Schott,https://en.wikipedia.org/wiki/Peter_Schott,Germany
Günther Schwarz (politician),https://en.wikipedia.org/wiki/Günther_Schwarz_(politician),Germany
"Adam, Count of Schwarzenberg","https://en.wikipedia.org/wiki/Adam,_Count_of_Schwarzenberg",Germany
Mignon Schwenke,https://en.wikipedia.org/wiki/Mignon_Schwenke,Germany
Veit Ludwig von Seckendorff,https://en.wikipedia.org/wiki/Veit_Ludwig_von_Seckendorff,Germany
Joachim Siegerist,https://en.wikipedia.org/wiki/Joachim_Siegerist,Germany
Paul Spiegel,https://en.wikipedia.org/wiki/Paul_Spiegel,Germany
Baldur Springmann,https://en.wikipedia.org/wiki/Baldur_Springmann,Germany
Ashok-Alexander Sridharan,https://en.wikipedia.org/wiki/Ashok-Alexander_Sridharan,Germany
Gerhard Stahl,https://en.wikipedia.org/wiki/Gerhard_Stahl,Germany
Karl von Starck,https://en.wikipedia.org/wiki/Karl_von_Starck,Germany
Gustav Adolf Steengracht von Moyland,https://en.wikipedia.org/wiki/Gustav_Adolf_Steengracht_von_Moyland,Germany
Henry Ernest of Stolberg-Wernigerode,https://en.wikipedia.org/wiki/Henry_Ernest_of_Stolberg-Wernigerode,Germany
Günter-Helge Strickstrack,https://en.wikipedia.org/wiki/Günter-Helge_Strickstrack,Germany
Anna Strohsahl,https://en.wikipedia.org/wiki/Anna_Strohsahl,Germany
Bertram von Sturm,https://en.wikipedia.org/wiki/Bertram_von_Sturm,Germany
Heinrich Sudermann,https://en.wikipedia.org/wiki/Heinrich_Sudermann,Germany
Anton Tausche,https://en.wikipedia.org/wiki/Anton_Tausche,Germany
Wolfgang Templin,https://en.wikipedia.org/wiki/Wolfgang_Templin,Germany
Stanislaw Trabalski,https://en.wikipedia.org/wiki/Stanislaw_Trabalski,Germany
Heinrich Voelter,https://en.wikipedia.org/wiki/Heinrich_Voelter,Germany
Hans-Karl von Unger,https://en.wikipedia.org/wiki/Hans-Karl_von_Unger,Germany
Hellmuth Weiss,https://en.wikipedia.org/wiki/Hellmuth_Weiss,Germany
Hugo Wesendonck,https://en.wikipedia.org/wiki/Hugo_Wesendonck,Germany
Klaus Wiener,https://en.wikipedia.org/wiki/Klaus_Wiener,Germany
Willi Brundert,https://en.wikipedia.org/wiki/Willi_Brundert,Germany
Ludwig Georg Winter,https://en.wikipedia.org/wiki/Ludwig_Georg_Winter,Germany
Hermann Wittich,https://en.wikipedia.org/wiki/Hermann_Wittich,Germany
Petra Zais,https://en.wikipedia.org/wiki/Petra_Zais,Germany
Hans Ziegler (politician),https://en.wikipedia.org/wiki/Hans_Ziegler_(politician),Germany
Nicolas Zippelius,https://en.wikipedia.org/wiki/Nicolas_Zippelius,Germany
Yaw Owusu Addo,https://en.wikipedia.org/wiki/Yaw_Owusu_Addo,Ghana
Joseph Adjei Buadi,https://en.wikipedia.org/wiki/Joseph_Adjei_Buadi,Ghana
Daniel Alolga Akata Pore,https://en.wikipedia.org/wiki/Daniel_Alolga_Akata_Pore,Ghana
Chris Bukari Atim,https://en.wikipedia.org/wiki/Chris_Bukari_Atim,Ghana
Ato Austin,https://en.wikipedia.org/wiki/Ato_Austin,Ghana
Kofi Batsa,https://en.wikipedia.org/wiki/Kofi_Batsa,Ghana
Larry Bimi,https://en.wikipedia.org/wiki/Larry_Bimi,Ghana
George Boakye,https://en.wikipedia.org/wiki/George_Boakye,Ghana
Nana Agyenim Boateng,https://en.wikipedia.org/wiki/Nana_Agyenim_Boateng,Ghana
Alhaji Umar B. Bodinga,https://en.wikipedia.org/wiki/Alhaji_Umar_B._Bodinga,Ghana
Cornelius Dartey Tay,https://en.wikipedia.org/wiki/Cornelius_Dartey_Tay,Ghana
Vincent Kwabena Damuah,https://en.wikipedia.org/wiki/Vincent_Kwabena_Damuah,Ghana
Daniel Buadi,https://en.wikipedia.org/wiki/Daniel_Buadi,Ghana
Dickson Adomako Kissi,https://en.wikipedia.org/wiki/Dickson_Adomako_Kissi,Ghana
G. A. K. Dzansi,https://en.wikipedia.org/wiki/G._A._K._Dzansi,Ghana
Ekow Daniels,https://en.wikipedia.org/wiki/Ekow_Daniels,Ghana
Emmanuel Kwamina Crentsil,https://en.wikipedia.org/wiki/Emmanuel_Kwamina_Crentsil,Ghana
Samuel Gyabaah,https://en.wikipedia.org/wiki/Samuel_Gyabaah,Ghana
J. E. Casely Hayford,https://en.wikipedia.org/wiki/J._E._Casely_Hayford,Ghana
Hopeson Adorye,https://en.wikipedia.org/wiki/Hopeson_Adorye,Ghana
Mariam Iddrisu,https://en.wikipedia.org/wiki/Mariam_Iddrisu,Ghana
John Kofi Barku Tettegah,https://en.wikipedia.org/wiki/John_Kofi_Barku_Tettegah,Ghana
Agyen Kokobo,https://en.wikipedia.org/wiki/Agyen_Kokobo,Ghana
Kofi Koranteng,https://en.wikipedia.org/wiki/Kofi_Koranteng,Ghana
Ofusu Kwabi,https://en.wikipedia.org/wiki/Ofusu_Kwabi,Ghana
Dan Lartey,https://en.wikipedia.org/wiki/Dan_Lartey,Ghana
Joshua Makubu,https://en.wikipedia.org/wiki/Joshua_Makubu,Ghana
Margaret Ocran,https://en.wikipedia.org/wiki/Margaret_Ocran,Ghana
John Mensah Sarbah,https://en.wikipedia.org/wiki/John_Mensah_Sarbah,Ghana
Frederick Nanka-Bruce,https://en.wikipedia.org/wiki/Frederick_Nanka-Bruce,Ghana
Nelson Kwami Maglo,https://en.wikipedia.org/wiki/Nelson_Kwami_Maglo,Ghana
Matthew Opoku Prempeh,https://en.wikipedia.org/wiki/Matthew_Opoku_Prempeh,Ghana
Prince Ofosu Sefah,https://en.wikipedia.org/wiki/Prince_Ofosu_Sefah,Ghana
Benjamin Quartey-Papafio,https://en.wikipedia.org/wiki/Benjamin_Quartey-Papafio,Ghana
Shani Alhassan Saibu,https://en.wikipedia.org/wiki/Shani_Alhassan_Saibu,Ghana
John Hope Smith,https://en.wikipedia.org/wiki/John_Hope_Smith,Ghana
Sulemanu Kwame Tandoh,https://en.wikipedia.org/wiki/Sulemanu_Kwame_Tandoh,Ghana
John van der Puije,https://en.wikipedia.org/wiki/John_van_der_Puije,Ghana
Victoria Tagoe,https://en.wikipedia.org/wiki/Victoria_Tagoe,Ghana
Nana Oye Mansa Yeboaa,https://en.wikipedia.org/wiki/Nana_Oye_Mansa_Yeboaa,Ghana
Sefis Anastasakos,https://en.wikipedia.org/wiki/Sefis_Anastasakos,Greece
Avraam Vaporidis,https://en.wikipedia.org/wiki/Avraam_Vaporidis,Greece
Christos Daralexis,https://en.wikipedia.org/wiki/Christos_Daralexis,Greece
Alcibiades Diamandi,https://en.wikipedia.org/wiki/Alcibiades_Diamandi,Greece
Ali Dino,https://en.wikipedia.org/wiki/Ali_Dino,Greece
Georgios Drys,https://en.wikipedia.org/wiki/Georgios_Drys,Greece
Asimakis Fotilas,https://en.wikipedia.org/wiki/Asimakis_Fotilas,Greece
Spyridon Galinos,https://en.wikipedia.org/wiki/Spyridon_Galinos,Greece
Nasos Iliopoulos,https://en.wikipedia.org/wiki/Nasos_Iliopoulos,Greece
Ioannis Malachias,https://en.wikipedia.org/wiki/Ioannis_Malachias,Greece
Theophilos Kamberidis,https://en.wikipedia.org/wiki/Theophilos_Kamberidis,Greece
Stavros Karampelas,https://en.wikipedia.org/wiki/Stavros_Karampelas,Greece
Ioanna Karyofylli,https://en.wikipedia.org/wiki/Ioanna_Karyofylli,Greece
Giorgos Katiforis,https://en.wikipedia.org/wiki/Giorgos_Katiforis,Greece
Yannis Katsafados,https://en.wikipedia.org/wiki/Yannis_Katsafados,Greece
Matthaios Kofidis,https://en.wikipedia.org/wiki/Matthaios_Kofidis,Greece
Georgios Kourtoglou,https://en.wikipedia.org/wiki/Georgios_Kourtoglou,Greece
Failos Kranidiotis,https://en.wikipedia.org/wiki/Failos_Kranidiotis,Greece
Nikolaos Makris,https://en.wikipedia.org/wiki/Nikolaos_Makris,Greece
Ismail Molla,https://en.wikipedia.org/wiki/Ismail_Molla,Greece
Yannis Moralis (politician),https://en.wikipedia.org/wiki/Yannis_Moralis_(politician),Greece
Traianos Nallis,https://en.wikipedia.org/wiki/Traianos_Nallis,Greece
Theodoros Negris,https://en.wikipedia.org/wiki/Theodoros_Negris,Greece
Nicholas Yatromanolakis,https://en.wikipedia.org/wiki/Nicholas_Yatromanolakis,Greece
Alketas Panagoulias,https://en.wikipedia.org/wiki/Alketas_Panagoulias,Greece
Yiannis Papadimitriou,https://en.wikipedia.org/wiki/Yiannis_Papadimitriou,Greece
Alekos Papadopoulos,https://en.wikipedia.org/wiki/Alekos_Papadopoulos,Greece
Takis Papageorgopoulos,https://en.wikipedia.org/wiki/Takis_Papageorgopoulos,Greece
Fotis Perlikos,https://en.wikipedia.org/wiki/Fotis_Perlikos,Greece
Avraham Rakanti,https://en.wikipedia.org/wiki/Avraham_Rakanti,Greece
Vassilis Rotas,https://en.wikipedia.org/wiki/Vassilis_Rotas,Greece
Neoklis Sarris,https://en.wikipedia.org/wiki/Neoklis_Sarris,Greece
Simos Simopoulos,https://en.wikipedia.org/wiki/Simos_Simopoulos,Greece
Sofoklis Avraam Choudaverdoglou-Theodotos,https://en.wikipedia.org/wiki/Sofoklis_Avraam_Choudaverdoglou-Theodotos,Greece
Christos Stefanopoulos,https://en.wikipedia.org/wiki/Christos_Stefanopoulos,Greece
Fotini Dekazou Stefanopoulou,https://en.wikipedia.org/wiki/Fotini_Dekazou_Stefanopoulou,Greece
Georgios Tertsetis,https://en.wikipedia.org/wiki/Georgios_Tertsetis,Greece
Giannis Theonas,https://en.wikipedia.org/wiki/Giannis_Theonas,Greece
Theofanis Tombras,https://en.wikipedia.org/wiki/Theofanis_Tombras,Greece
Eugenia Tsoumani-Spentza,https://en.wikipedia.org/wiki/Eugenia_Tsoumani-Spentza,Greece
Nikolaos Tsourouktsoglou,https://en.wikipedia.org/wiki/Nikolaos_Tsourouktsoglou,Greece
Spyridon Valettas,https://en.wikipedia.org/wiki/Spyridon_Valettas,Greece
Leonidas Varouxis,https://en.wikipedia.org/wiki/Leonidas_Varouxis,Greece
Nikitas Venizelos,https://en.wikipedia.org/wiki/Nikitas_Venizelos,Greece
Lysandros Vilaetis,https://en.wikipedia.org/wiki/Lysandros_Vilaetis,Greece
Nikolaos Vilaetis,https://en.wikipedia.org/wiki/Nikolaos_Vilaetis,Greece
Anestis Vlahos,https://en.wikipedia.org/wiki/Anestis_Vlahos,Greece
Christos Zachopoulos,https://en.wikipedia.org/wiki/Christos_Zachopoulos,Greece
Konstantinos Zervas,https://en.wikipedia.org/wiki/Konstantinos_Zervas,Greece
Spiros Zournatzis,https://en.wikipedia.org/wiki/Spiros_Zournatzis,Greece
Francis Alexis,https://en.wikipedia.org/wiki/Francis_Alexis,Grenada
Gloria Banfield,https://en.wikipedia.org/wiki/Gloria_Banfield,Grenada
Michael Church,https://en.wikipedia.org/wiki/Michael_Church,Grenada
George E. D. Clyne,https://en.wikipedia.org/wiki/George_E._D._Clyne,Grenada
John Watts (Grenadian politician),https://en.wikipedia.org/wiki/John_Watts_(Grenadian_politician),Grenada
Aldana Sandoval,https://en.wikipedia.org/wiki/Aldana_Sandoval,Guatemala
Bernardo Arévalo,https://en.wikipedia.org/wiki/Bernardo_Arévalo,Guatemala
Diego Arzú,https://en.wikipedia.org/wiki/Diego_Arzú,Guatemala
Roberto Arzú,https://en.wikipedia.org/wiki/Roberto_Arzú,Guatemala
José Alejandro de Aycinena,https://en.wikipedia.org/wiki/José_Alejandro_de_Aycinena,Guatemala
Juan José de Aycinena y Piñol,https://en.wikipedia.org/wiki/Juan_José_de_Aycinena_y_Piñol,Guatemala
Mariano de Aycinena y Piñol,https://en.wikipedia.org/wiki/Mariano_de_Aycinena_y_Piñol,Guatemala
José Francisco Barrundia,https://en.wikipedia.org/wiki/José_Francisco_Barrundia,Guatemala
Luis Batres Juarros,https://en.wikipedia.org/wiki/Luis_Batres_Juarros,Guatemala
José Batres Montúfar,https://en.wikipedia.org/wiki/José_Batres_Montúfar,Guatemala
Óscar Berger,https://en.wikipedia.org/wiki/Óscar_Berger,Guatemala
Pedro Brolo,https://en.wikipedia.org/wiki/Pedro_Brolo,Guatemala
Ricardo Bueso,https://en.wikipedia.org/wiki/Ricardo_Bueso,Guatemala
Harold Caballeros,https://en.wikipedia.org/wiki/Harold_Caballeros,Guatemala
Jafeth Cabrera,https://en.wikipedia.org/wiki/Jafeth_Cabrera,Guatemala
Carlos Castillo Medrano,https://en.wikipedia.org/wiki/Carlos_Castillo_Medrano,Guatemala
